path,area,kind,tracked_or_generated,referenced_by,last_signal,risk,recommended_action,confidence,verification_needed,notes
eatfitai-backend/DTOs/Admin/AdminExtendedDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Admin/AdminRuntimeDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Admin/MasterDataDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/AdminAi/CreateGeminiKeyRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/AdminAi/GeminiKeyDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/AdminAi/GeminiRuntimeDtos.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/AdminAi/UpdateGeminiKeyRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Analytics/DaySummaryDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Analytics/MealGroupDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Analytics/NutritionSummaryDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Auth/AuthResponse.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Auth/ChangePasswordRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Auth/ForgotPasswordRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Auth/ForgotPasswordResponse.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Auth/LoginRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Auth/RegisterRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Auth/RegisterResponse.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Auth/ResendVerificationRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Auth/ResetPasswordRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Auth/VerifyEmailRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Auth/VerifyResetCodeRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Common/ApiResponse.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Common/PagedRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Food/CustomDishDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Food/FoodItemDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Food/FoodSearchResultDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Food/ToggleFavoriteRequest.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/Food/UserFoodItemDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/MealDiary/MealDiaryDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/User/BodyMetricDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/User/UserDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/User/UserPreferenceDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/User/UserProfileDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DTOs/VoiceCommandDto.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Data/ApplicationDbContext.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Data/DatabaseSeeder.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Data/SampleDataSeeder.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Data/ScanDemoReliabilitySeeder.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Data/EatFitAIDbContext.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/AILog.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/AISuggestion.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/ActivityLevel.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/AiCorrectionEvent.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/AiLabelMap.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/BodyMetric.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/FoodItem.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/FoodServing.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/ImageDetection.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/MealDiary.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/MealType.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/NutritionTarget.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/Recipe.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/RecipeIngredient.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/ServingUnit.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/User.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/UserDish.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/UserDishIngredient.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/UserFavoriteFood.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/UserFoodItem.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/UserRecentFood.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/vw_AiFoodMap.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/vw_DailyMacroShare.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/vw_DailyNutritionTotal.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/vw_MonthlyTotal.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/vw_TargetProgress.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/DbScaffold/Models/vw_WeeklyNutritionTotal.cs,backend,source,tracked,"Referenced across Controllers, Services, Repositories, Program.cs, and backend tests.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Directory.Build.props,backend,config,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Dockerfile,backend,file,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/EatFitAI.API.Tests.csproj,backend,manifest,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/EatFitAI.API.csproj,backend,manifest,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/EatFitAI.API.http,backend,config,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Helpers/ErrorResponseHelper.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/MappingProfiles/MappingProfile.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Middleware/ExceptionHandlingMiddleware.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Middleware/RequestLoggingMiddleware.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Migrations/20260410175726_AddAdminRoleAndGeminiKeys.Designer.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Migrations/20260410175726_AddAdminRoleAndGeminiKeys.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Migrations/ApplicationDbContextModelSnapshot.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/AILog.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/AISuggestion.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/ActivityLevel.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/AdminAuditEvent.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/AiCorrectionEvent.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/AiLabelMap.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/BodyMetric.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/FoodItem.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/FoodServing.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/GeminiKey.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/ImageDetection.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/MealDiary.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/MealType.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/NutritionTarget.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/PasswordResetCode.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/Recipe.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/RecipeIngredient.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/ServingUnit.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/User.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/UserAccessControl.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/UserDish.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/UserDishIngredient.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/UserFavoriteFood.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/UserFoodItem.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/UserPreference.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/UserRecentFood.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/WaterIntake.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/vw_DailyMacroShare.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/vw_DailyNutritionTotal.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/vw_MonthlyTotal.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/vw_TargetProgress.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Models/vw_WeeklyNutritionTotal.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Options/AdminGovernanceOptions.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Options/BrevoOptions.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Options/SupabaseOptions.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Program.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Properties/launchSettings.json,backend,config,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/AnalyticsRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/BaseRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/FoodItemRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/Interfaces/IAnalyticsRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/Interfaces/IFoodItemRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/Interfaces/IMealDiaryRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/Interfaces/IRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/Interfaces/IUserFoodItemRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/Interfaces/IUserRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/MealDiaryRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/UserFoodItemRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Repositories/UserRepository.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Security/AdminCapabilities.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Security/AdminClaimsTransformation.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Security/JwtKeyRing.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AIReviewService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AdminAuditService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AdminGovernanceBootstrapper.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AdminRealtimeEventBus.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AdminRuntimeSnapshotCache.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
