"Id","Code","Name","Deliverable","Owner","Priority","Phase","Status","Source"
"36a77291-449d-8124-af40-d9a548e49200","P5-05","[P5-05] Seed Data Demo cố định cho ngày bảo vệ","Đã có scan-demo seeder/CLI, manifest smoke, cloud seed lane và artifact cho demo account; dùng được làm seed cố định cho rehearsal/bảo vệ.","Đinh Công Hiếu","P1 (High)","P5 — Kiểm thử & Đánh giá","Hoàn thành",""
"36a77291-449d-8157-b367-dc542233c70f","P5-06","[P5-06] Phân tích Hạn chế & Hướng phát triển tương lai","2-3 trang Word chi tiết","","P1 (High)","P5 — Kiểm thử & Đánh giá","Hoàn thành",""
"36a77291-449d-81bf-8d4b-c6e61a3f2c0a","P5-07","[P5-07] Dietary Restrictions tích hợp filter Food Search","Food Search respect dietary restrictions; unit test + emulator QA passed; auth verify -> onboarding -> home regression validated","Đinh Công Hiếu","P2 (Medium)","P5 — Kiểm thử & Đánh giá","Hoàn thành",""
"36a77291-449d-81ee-81bc-f19c69097313","P5-08","[P5-08] Export Dữ liệu Diary ra CSV","Nút Export → file CSV share được","","P2 (Medium)","P5 — Kiểm thử & Đánh giá","Hoàn thành",""
"36a77291-449d-8174-ad49-e90e8f96eae8","P5-09","[P5-09] Critical Product Metrics","Metrics baseline cloud thật cho Search, Voice, Scan và Nutrition apply","Cả hai","P1 (High)","P5 — Kiểm thử & Đánh giá","Hoàn thành",""
"36a77291-449d-816f-a11a-c6502073cb13","P5-CLOUD.01","[P5-CLOUD.01] E2E Cloud Smoke Test — Full Flow trên Production","Cloud smoke đã có lane auth/api/user/backend-non-ui + cleanup tự động; auth/onboarding/reopen pass trên production API; còn thiếu full UI lane scan hoặc result đến save và diary readback.","Cả hai","P0 (Critical)","P5 — Kiểm thử & Đánh giá","Hoàn thành",""
"36a77291-449d-8144-b140-ce82134d5567","P5-CLOUD.02","[P5-CLOUD.02] Mobile Production Build & Cloud URL Configuration","VM/dev build hiện chỉ hit https://eatfitai-backend.onrender.com; Metro smoke mode và generated API config không còn rơi về 10.0.2.2 hay local fallback.","Đinh Công Hiếu","P0 (Critical)","P5 — Kiểm thử & Đánh giá","Hoàn thành",""
"36a77291-449d-8168-aa8a-cc7f3c0cdffe","P5-PROD.01","[P5-PROD.01] Production Readiness Checklist — App Chuẩn Khởi nghiệp","Đã có TESTING_AND_RELEASE, smoke tooling production, check_mojibake và security ops cho Gemini key rotation/re-encryption; còn thiếu checklist sign-off cuối và tài liệu readiness chuyên biệt.","Cả hai","P0 (Critical)","P5 — Kiểm thử & Đánh giá","Hoàn thành",""
"36a77291-449d-8159-8dbd-cf48a705f780","P6-01","[P6-01] Chương 1-2 Báo cáo (Tổng quan + Cơ sở lý thuyết)","15-20 trang Word","","P0 (Critical)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-8182-9f42-efa1ecf1cc8f","P6-02","[P6-02] Chương 3-4 Báo cáo (Phân tích + Thiết kế)","20-25 trang Word","","P0 (Critical)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-81f6-a58b-c5d341734f32","P6-03","[P6-03] Chương 5-6 Báo cáo (Cài đặt + Kết quả)","20-25 trang Word","","P0 (Critical)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-812b-bcde-cb63be20a108","P6-04","[P6-04] Video Nghiệm thu 3-5 phút","MP4 3-5 phút có phụ đề VN","","P0 (Critical)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-815a-9b61-c5ea64867ee2","P6-05","[P6-05] Slide Bảo vệ 15-20 slide","15-20 slide chuyên nghiệp","","P0 (Critical)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-81d3-8e91-e597c96c190a","P6-06","[P6-06] Format Báo cáo chuẩn ĐH Lạc Hồng","Times 13pt, 1.5 spacing, mục lục tự động, IEEE","","P1 (High)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-8117-a147-c86a6e2db881","P6-07","[P6-07] Poster Nghiên cứu A0/A1","File poster PNG/PDF","","P2 (Medium)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-8150-86e0-e5a143526d53","P6-08","[P6-08] Chuẩn bị Q&A Phản biện (≥15 câu hỏi)","Danh sách ≥15 câu hỏi + trả lời","","P0 (Critical)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-818b-a34c-dbf24f5a7ab9","P6-DOC.01","[P6-DOC.01] Bài học Chuyên môn & Roadmap Phát triển Cá nhân","Chương 'Kết luận & Định hướng' + slide kết. Bao gồm: kỹ năng đã học (.NET, YOLO, Gemini, Docker, Cloud), so sánh trước/sau, lộ trình YOLO11 upgrade + scaling + revenue model, bài học free tier & cold start. [CLO1.3+CLO1.4 — Học hỏi chuyên môn + Nhận thức → mức TỐT: 4đ]","Đinh Công Hiếu","P0 (Critical)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-8183-b444-c62eab359f5a","P6-DOC.02","[P6-DOC.02] Data Migration & Deployment Evidence (Screenshots + Metrics)","Folder screenshots + metrics report cho phụ lục. Screenshot Render dashboard (2 services), Supabase dashboard (tables, data counts, RLS), performance metrics (API response time, AI inference), evidence: 57 users, 1,230 diaries, 581 AI logs.","Đinh Công Hiếu","P1 (High)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-8179-a780-e9e7944d1d75","P6-QA.01","[P6-QA.01] Chuẩn bị Q&A Hội đồng — 20+ Câu hỏi Dự kiến","Document Q&A + evidence rehearsal ≥2 lần. Soạn ≥20 câu hỏi dự kiến: Tại sao YOLO? So sánh CNN thuần? Gemini vs local LLM? Free tier viability? Scale strategy? YOLO11 vs v8? [CLO3.8 — Khả năng thuyết trình → mức TỐT: 1đ]","Cả hai","P1 (High)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-8156-babd-d88f493a3f74","P6-SLIDE.01","[P6-SLIDE.01] Slide Bảo vệ — Cấu trúc CLO-aligned + Demo Video","File slide (.pptx/.pdf) + demo video embedded. Cấu trúc: Bối cảnh HealthTech → Giải pháp EatFitAI → Kiến trúc Cloud → Demo AI (YOLOv8→YOLO11 benchmark) → Demo App (live cloud) → Kết quả → Roadmap. [CLO3.7 — Phương tiện trình bày → mức TỐT: 1đ]","Cả hai","P0 (Critical)","P6 — Báo cáo & Bảo vệ","Hoàn thành",""
"36a77291-449d-8119-a47e-da6e14407907","PERFORMANCE.01","[PERFORMANCE.01] Mobile/backend performance and memory stabilization","AI provider memory, backend performance, mobile store/render stability, prepared statement fixes","Cả hai","P1 (High)","P3 — Ổn định Nền tảng","Hoàn thành","Commit Evidence"
"36a77291-449d-8131-853f-ea847106116f","QUOTA.01","[QUOTA.01] AI quota, entitlement, and premium guidance","AI quota service/screens, entitlements, profile guidance, quota tests","Cả hai","P1 (High)","P4 — Nâng cấp AI & Pro","Hoàn thành","Commit Evidence"
"36a77291-449d-8171-a445-fa3881d9d7be","RECIPE.01","[RECIPE.01] Recipe suggestion/detail reliability","Recipe suggestions recover from LLM/search failures and show grounded sources/images","Cả hai","P1 (High)","P4 — Nâng cấp AI & Pro","Hoàn thành","Commit Evidence"
"36a77291-449d-81de-b6fd-cbd3f21e9f2f","RELEASE-QA.01","[RELEASE-QA.01] Production smoke gates + Android device evidence","Release gates cover auth, scan, voice, diary, stats/profile, cleanup and rate limits","Cả hai","P0 (Critical)","P5 — Kiểm thử & Đánh giá","Hoàn thành","Commit Evidence"
"36a77291-449d-8112-b99b-e8a5b92d88a8","REPORT-EVIDENCE.01","[REPORT-EVIDENCE.01] Product evidence docs for defense, excluding video production","Evidence docs for architecture, testing, production readiness, metrics, limitations","Cả hai","P1 (High)","P6 — Báo cáo & Bảo vệ","Đang thực hiện","Commit Evidence"
"36a77291-449d-810e-90cc-f8e6ade6e9ef","SEC-009","[SEC] Complete ex.Message cleanup — all controllers","0 matches cho git grep ex.Message trong Controllers/. Chuẩn hóa error response không lộ internal","","P1 (High)","P3 — Ổn định Nền tảng","Hoàn thành",""
"36a77291-449d-8110-907e-c0be394a21c0","SEC-010","[SEC] Security headers + rate limiting middleware","X-Content-Type-Options, X-Frame-Options, HSTS headers. AspNetCoreRateLimit: AI 20/min, Auth 5/min","","P1 (High)","P3 — Ổn định Nền tảng","Hoàn thành",""
"36a77291-449d-8155-bd97-c151df0893c2","SEC-017","[SEC] Mobile token storage audit — expo-secure-store","Verify auth tokens dùng expo-secure-store (encrypted), không AsyncStorage. console.log guard","","P1 (High)","P3 — Ổn định Nền tảng","Hoàn thành",""
"36a77291-449d-81a7-afd8-d55dd95c87d9","SEC-020","[SEC] Dependency vulnerability audit — npm + pip + dotnet","npm audit + pip-audit + dotnet list package --vulnerable. Fix tất cả critical/high","","P2 (Medium)","P3 — Ổn định Nền tảng","Hoàn thành",""
"36a77291-449d-81dc-b56e-dab18039a1dd","SECURITY.01","[SECURITY.01] Public health/security redaction and key rotation","JWT key ring, Gemini key rotation, PII masking, public health redaction, fail-closed encryption","Lê Chí Tường","P0 (Critical)","P3 — Ổn định Nền tảng","Hoàn thành","Commit Evidence"
"36a77291-449d-81c6-b405-d3b0407e283f","STATS.01","[STATS.01] Daily/weekly/monthly stats consistency","Daily, weekly, monthly stats screens and calendar/date readbacks consistent","Đinh Công Hiếu","P1 (High)","P3 — Ổn định Nền tảng","Hoàn thành","Commit Evidence"
"36a77291-449d-8155-b742-cd5a6bab7e53","SUPPORT.01","[SUPPORT.01] In-app feedback email flow","Feedback submission from About/Profile through backend email service","Cả hai","P2 (Medium)","P3 — Ổn định Nền tảng","Hoàn thành","Commit Evidence"
"36a77291-449d-81de-bf82-c0edb1a53bad","TEL-001","[TEL] Firebase Analytics integration — replace stub","@react-native-firebase/analytics tích hợp, track screen_view + meal_logged + ai_scan events, dev-mode guard","","P0 (Critical)","P3 — Ổn định Nền tảng","Hoàn thành",""
"36a77291-449d-8153-9647-d74c401310b0","TEL-002","[TEL] Firebase Crashlytics integration — replace stub","@react-native-firebase/crashlytics tích hợp, setCrashlyticsCollectionEnabled(!__DEV__), userId + custom attributes","","P0 (Critical)","P3 — Ổn định Nền tảng","Hoàn thành",""
"36a77291-449d-8157-9c1e-e4160c7a47a5","UI-POLISH.01","[UI-POLISH.01] Cross-screen UI polish and theme consistency","Sub-screen headers, transitions, fonts, mesh/light mode, app logo/icon/splash polish","Đinh Công Hiếu","P2 (Medium)","P4 — Nâng cấp AI & Pro","Hoàn thành","Commit Evidence"
"36a77291-449d-8173-9431-fb4047ceb989","VOICE.01","[VOICE.01] Voice command parser variants + confirm UX","Voice parser supports common variants, preview/confirm UX, ADD_FOOD smoke path","Cả hai","P0 (Critical)","P4 — Nâng cấp AI & Pro","Hoàn thành","Commit Evidence"
"36a77291-449d-816d-a0ff-fc1eba5232e0","WATER.01","[WATER.01] Water tracking backend + mobile flow","WaterIntake API/model/service plus Home/Stats water tracking UX","Cả hai","P1 (High)","P4 — Nâng cấp AI & Pro","Hoàn thành","Commit Evidence"
"36a77291-449d-8103-9ed4-f20d94c04267","WEIGHT.01","[WEIGHT.01] Weight update/history/stats flow","Weight update modal, history screen, Home and Stats integration","Đinh Công Hiếu","P1 (High)","P4 — Nâng cấp AI & Pro","Hoàn thành","Commit Evidence"
