candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,targeted_collection_lanes,decision_reason
mam_chung,hold_targeted_collection,False,,418,418,209,209,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,mam-chung|mam_chung,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
bo_nuong_la_lot,hold_targeted_collection,False,,414,414,207,207,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,bo-nuong-la-lot|bo_nuong_la_lot,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
ga_hap_la_chanh,hold_targeted_collection,False,,414,414,207,207,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,ga-hap-la-chanh|ga_hap_la_chanh,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
bo_luc_lac,hold_targeted_collection,False,,412,412,206,206,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,bo-luc-lac|bo_luc_lac,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
bun_dau_mam_tom,hold_targeted_collection,False,,3278,3726,205,205,6,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Bun dau mam tom|bun-dau-mam-tom|bun_dau_mam_tom,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
kho_muc_nuong,hold_targeted_collection,False,,410,410,205,205,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,kho-muc-nuong|kho_muc_nuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
oc_len_xao_dua,hold_targeted_collection,False,,410,410,205,205,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,oc-len-xao-dua|oc_len_xao_dua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
luon_xao_xa_ot,hold_targeted_collection,False,,408,408,204,204,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,luon-xao-xa-ot|luon_xao_xa_ot,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
ca_loc_nuong,hold_targeted_collection,False,,406,406,203,203,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,ca-loc-nuong|ca_loc_nuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
mam_tep_chung_thit,hold_targeted_collection,False,,406,406,203,203,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,mam-tep-chung-thit|mam_tep_chung_thit,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_bao,hold_targeted_collection,False,,404,404,202,202,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-bao|banh_bao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
ca_muoi_xoi,hold_targeted_collection,False,,402,402,201,201,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,ca-muoi-xoi|ca_muoi_xoi,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_giay,hold_targeted_collection,False,,398,398,199,199,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-giay|banh_giay,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
kho_quet,hold_targeted_collection,False,,398,398,199,199,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,kho-quet|kho_quet,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
oc_buou_hap,hold_targeted_collection,False,,398,398,199,199,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,oc-buou-hap|oc_buou_hap,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
baba_nau_chuoi_dau,hold_targeted_collection,False,,396,396,198,198,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,baba-nau-chuoi-dau|baba_nau_chuoi_dau,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
chao_vit,hold_targeted_collection,False,,392,392,196,196,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,chao-vit|chao_vit,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
goi_ca_chich,hold_targeted_collection,False,,390,390,195,195,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,goi-ca-chich|goi_ca_chich,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
lap_xuong,hold_targeted_collection,False,,390,390,195,195,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,lap-xuong|lap_xuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
xoi_nep_than,hold_targeted_collection,False,,390,390,195,195,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,xoi-nep-than|xoi_nep_than,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_pia,hold_targeted_collection,False,,2028,2028,193,193,5,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|lenguyentrung/vietnamese-food|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Banh pia|banh-pia|banh_pia,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_gai,hold_targeted_collection,False,,386,386,193,193,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-gai|banh_gai,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
trung_vit_lon,hold_targeted_collection,False,,386,386,193,193,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,trung-vit-lon|trung_vit_lon,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
bun_thit_nuong,hold_targeted_collection,False,,2761,3257,192,192,6,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Bun thit nuong|bun-thit-nuong|bun_thit_nuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_gio,hold_targeted_collection,False,,2303,2303,190,190,4,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Banh gio|banh-gio|banh_gio,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_tom_ho_tay,hold_targeted_collection,False,,378,378,189,189,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-tom-ho-tay|banh_tom_ho_tay,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
com_lam,hold_targeted_collection,False,,378,378,189,189,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,com-lam|com_lam,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
thit_dong,hold_targeted_collection,False,,374,374,187,187,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,thit-dong|thit_dong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
luon_om_chuoi_dau,hold_targeted_collection,False,,366,366,183,183,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,luon-om-chuoi-dau|luon_om_chuoi_dau,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_da_cua,hold_targeted_collection,False,,364,364,182,182,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-da-cua|banh_da_cua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
canh_bi_do,hold_targeted_collection,False,,362,362,181,181,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,canh-bi-do|canh_bi_do,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
waffles,hold_private_or_license,False,,2582,2700,0,0,3,0,kmader/food41|shanemarvinmay/food-image-dataset|youssefahmed003/junk-food-object-detection-dataset-yolo-format,,waffles,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
nachos,hold_private_or_license,False,,2500,2500,0,0,3,0,kmader/food41|shanemarvinmay/food-image-dataset|youssefahmed003/junk-food-object-detection-dataset-yolo-format,,Nachos|nachos,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
baby_back_ribs,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,baby_back_ribs,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
baklava,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,baklava,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
beef_carpaccio,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,beef_carpaccio,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
beef_tartare,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,beef_tartare,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
beet_salad,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,beet_salad,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
beignets,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,beignets,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
bibimbap,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,bibimbap,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
bread_pudding,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,bread_pudding,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
breakfast_burrito,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,breakfast_burrito,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
bruschetta,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,bruschetta,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
caesar_salad,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,caesar_salad,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
cannoli,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,cannoli,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
caprese_salad,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,caprese_salad,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
ceviche,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,ceviche,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
cheese_plate,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,cheese_plate,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
chicken_curry,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,chicken_curry,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
chicken_quesadilla,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,chicken_quesadilla,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
chicken_wings,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,chicken_wings,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
chocolate_cake,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,chocolate_cake,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
churros,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,churros,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
clam_chowder,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,clam_chowder,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
club_sandwich,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,club_sandwich,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
crab_cakes,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,crab_cakes,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
creme_brulee,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,creme_brulee,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
croque_madame,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,croque_madame,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
cup_cakes,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,cup_cakes,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
deviled_eggs,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,deviled_eggs,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
donuts,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,donuts,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
edamame,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,edamame,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
eggs_benedict,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,eggs_benedict,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
escargots,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,escargots,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
falafel,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,falafel,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
filet_mignon,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,filet_mignon,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
fish_and_chips,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,fish_and_chips,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
foie_gras,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,foie_gras,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
french_onion_soup,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,french_onion_soup,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
french_toast,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,french_toast,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
fried_calamari,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,fried_calamari,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
frozen_yogurt,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,frozen_yogurt,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
garlic_bread,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,garlic_bread,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
gnocchi,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,gnocchi,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
grilled_cheese_sandwich,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,grilled_cheese_sandwich,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
grilled_salmon,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,grilled_salmon,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
gyoza,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,gyoza,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
hot_and_sour_soup,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,hot_and_sour_soup,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
hot_dog,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,hot_dog,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
huevos_rancheros,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,huevos_rancheros,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
lasagna,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,lasagna,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
lobster_bisque,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,lobster_bisque,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
lobster_roll_sandwich,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,lobster_roll_sandwich,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
macaroni_and_cheese,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,macaroni_and_cheese,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
macarons,hold_private_or_license,False,,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,macarons,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,no_default_training_source
