candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,decision_reason
coffee,hold_manual_mapping,False,,184,184,184,184,1,1,foodseg103,foodseg103,coffee,segmentation_or_mask,,better_as_nutrition_mapping_than_detector_class
juice,hold_manual_mapping,False,,183,183,183,183,1,1,foodseg103,foodseg103,juice,segmentation_or_mask,,better_as_nutrition_mapping_than_detector_class
sauce_savoury,hold_manual_mapping,False,,306,306,153,153,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sauce-savoury,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
bolognaise_sauce,hold_manual_mapping,False,,274,282,137,141,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bolognaise-sauce,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
wine,hold_manual_mapping,False,,137,137,137,137,1,1,foodseg103,foodseg103,wine,segmentation_or_mask,,better_as_nutrition_mapping_than_detector_class
sauce_pesto,hold_manual_mapping,False,,248,262,124,131,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sauce-pesto,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
sauce_roast,hold_manual_mapping,False,,240,246,120,123,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sauce-roast,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
milkshake,hold_manual_mapping,False,,107,107,107,107,1,1,foodseg103,foodseg103,milkshake,segmentation_or_mask,,better_as_nutrition_mapping_than_detector_class
wine_rose,hold_manual_mapping,False,,182,212,91,106,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,wine-rose,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
applesauce_unsweetened_canned,hold_manual_mapping,False,,158,170,79,85,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,applesauce-unsweetened-canned,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
sauce_soya,hold_manual_mapping,False,,124,130,62,65,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sauce-soya,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
sauce_mushroom,hold_manual_mapping,False,,116,116,58,58,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sauce-mushroom,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
sauce_curry,hold_manual_mapping,False,,104,106,52,53,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sauce-curry,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
sauce_cocktail,hold_manual_mapping,False,,84,84,42,42,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sauce-cocktail,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
sauce_sweet_sour,hold_manual_mapping,False,,78,80,39,40,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sauce-sweet-sour,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
tartar_sauce,hold_manual_mapping,False,,76,76,38,38,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,tartar-sauce,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
coleslaw_chopped_without_sauce,hold_manual_mapping,False,,72,74,36,37,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,coleslaw-chopped-without-sauce,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
sauce_carbonara,hold_manual_mapping,False,,70,74,35,37,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sauce-carbonara,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
sauce_sweet_salted_asian,hold_manual_mapping,False,,66,66,33,33,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sauce-sweet-salted-asian,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
bread_meat_substitute_lettuce_sauce,hold_manual_mapping,False,,60,60,30,30,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bread-meat-substitute-lettuce-sauce,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
coffee_decaffeinated,hold_manual_mapping,False,,58,66,29,33,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,coffee-decaffeinated,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
waffles,hold_private_or_license,False,,1582,1700,0,0,2,0,food41|junk_food_object_detection_dataset_yolo_format,,waffles,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_OVERLAP_ONLY,no_default_training_source
banh_hoi,hold_private_or_license,False,,1517,1517,0,0,1,0,vnfood_30_100,,banh-hoi,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,no_default_training_source
nachos,hold_private_or_license,False,,1500,1500,0,0,2,0,food41|junk_food_object_detection_dataset_yolo_format,,Nachos|nachos,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_OVERLAP_ONLY,no_default_training_source
000,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,000,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
005,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,005,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
006,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,006,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
009,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,009,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
010,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,010,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
011,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,011,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
013,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,013,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
015,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,015,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
016,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,016,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
017,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,017,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
018,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,018,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
020,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,020,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
022,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,022,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
023,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,023,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
025,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,025,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
026,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,026,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
028,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,028,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
032,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,032,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
033,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,033,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
038,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,038,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
043,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,043,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
050,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,050,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
053,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,053,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
054,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,054,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
058,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,058,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
060,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,060,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
061,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,061,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
062,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,062,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
066,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,066,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
068,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,068,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
070,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,070,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
071,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,071,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
073,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,073,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
077,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,077,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
079,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,079,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
081,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,081,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
084,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,084,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
086,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,086,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
087,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,087,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
089,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,089,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
090,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,090,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
092,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,092,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
093,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,093,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
094,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,094,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
096,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,096,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
097,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,097,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
106,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,106,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
107,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,107,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
110,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,110,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
113,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,113,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
114,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,114,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
116,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,116,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
118,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,118,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
125,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,125,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
130,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,130,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
131,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,131,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
132,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,132,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
134,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,134,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
135,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,135,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
137,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,137,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
139,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,139,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
142,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,142,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
143,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,143,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
144,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,144,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
145,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,145,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
146,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,146,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
147,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,147,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
148,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,148,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
149,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,149,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
151,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,151,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
152,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,152,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
154,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,154,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
155,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,155,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
158,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,158,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
159,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,159,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
161,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,161,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
164,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,164,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
165,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,165,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
166,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,166,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
170,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,170,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
171,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,171,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
173,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,173,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
176,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,176,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
177,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,177,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
185,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,185,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
188,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,188,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
189,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,189,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
193,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,193,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
195,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,195,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
196,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,196,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
197,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,197,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
199,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,199,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
200,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,200,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
201,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,201,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
203,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,203,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
205,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,205,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
207,hold_private_or_license,False,,1198,1198,0,0,1,0,chinesefoodnet,,207,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
035,hold_private_or_license,False,,1180,1180,0,0,1,0,chinesefoodnet,,035,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
153,hold_private_or_license,False,,1173,1173,0,0,1,0,chinesefoodnet,,153,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
123,hold_private_or_license,False,,1161,1161,0,0,1,0,chinesefoodnet,,123,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
041,hold_private_or_license,False,,1147,1147,0,0,1,0,chinesefoodnet,,041,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
111,hold_private_or_license,False,,1132,1132,0,0,1,0,chinesefoodnet,,111,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
095,hold_private_or_license,False,,1122,1122,0,0,1,0,chinesefoodnet,,095,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
204,hold_private_or_license,False,,1112,1112,0,0,1,0,chinesefoodnet,,204,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
127,hold_private_or_license,False,,1094,1094,0,0,1,0,chinesefoodnet,,127,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
206,hold_private_or_license,False,,1091,1091,0,0,1,0,chinesefoodnet,,206,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
091,hold_private_or_license,False,,1074,1074,0,0,1,0,chinesefoodnet,,091,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
030,hold_private_or_license,False,,1066,1066,0,0,1,0,chinesefoodnet,,030,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
112,hold_private_or_license,False,,1065,1065,0,0,1,0,chinesefoodnet,,112,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
051,hold_private_or_license,False,,1049,1049,0,0,1,0,chinesefoodnet,,051,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
052,hold_private_or_license,False,,1039,1039,0,0,1,0,chinesefoodnet,,052,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
037,hold_private_or_license,False,,1035,1035,0,0,1,0,chinesefoodnet,,037,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
179,hold_private_or_license,False,,1035,1035,0,0,1,0,chinesefoodnet,,179,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
180,hold_private_or_license,False,,1030,1030,0,0,1,0,chinesefoodnet,,180,classification_pseudo_box_review,source_decision:HOLD_LICENSE_AND_SIZE,no_default_training_source
baby_back_ribs,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,baby_back_ribs,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
baklava,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,baklava,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
beef_carpaccio,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,beef_carpaccio,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
beef_tartare,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,beef_tartare,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
beet_salad,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,beet_salad,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
beignets,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,beignets,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
bibimbap,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,bibimbap,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
bread_pudding,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,bread_pudding,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
breakfast_burrito,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,breakfast_burrito,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
bruschetta,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,bruschetta,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
caesar_salad,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,caesar_salad,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
cannoli,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,cannoli,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
caprese_salad,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,caprese_salad,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
ceviche,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,ceviche,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
cheese_plate,hold_private_or_license,False,,1000,1000,0,0,1,0,food41,,cheese_plate,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY,no_default_training_source
