candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,targeted_collection_lanes,decision_reason
wine_rose,hold_manual_mapping,False,,182,212,91,106,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,wine-rose,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
applesauce_unsweetened_canned,hold_manual_mapping,False,,158,170,79,85,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,applesauce-unsweetened-canned,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
sauce_soya,hold_manual_mapping,False,,124,130,62,65,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sauce-soya,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
sauce_mushroom,hold_manual_mapping,False,,116,116,58,58,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sauce-mushroom,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
sauce_curry,hold_manual_mapping,False,,104,106,52,53,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sauce-curry,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
sauce_cocktail,hold_manual_mapping,False,,84,84,42,42,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sauce-cocktail,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
sauce_sweet_sour,hold_manual_mapping,False,,78,80,39,40,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sauce-sweet-sour,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
tartar_sauce,hold_manual_mapping,False,,76,76,38,38,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,tartar-sauce,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
coleslaw_chopped_without_sauce,hold_manual_mapping,False,,72,74,36,37,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,coleslaw-chopped-without-sauce,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
sauce_carbonara,hold_manual_mapping,False,,70,74,35,37,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sauce-carbonara,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
sauce_sweet_salted_asian,hold_manual_mapping,False,,66,66,33,33,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sauce-sweet-salted-asian,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
bread_meat_substitute_lettuce_sauce,hold_manual_mapping,False,,60,60,30,30,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bread-meat-substitute-lettuce-sauce,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
coffee_decaffeinated,hold_manual_mapping,False,,58,66,29,33,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,coffee-decaffeinated,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,better_as_nutrition_mapping_than_detector_class
sauteed_lettuce_in_oyster_sauce,hold_manual_mapping,False,,1540,1540,0,0,1,0,zachaluza/cnfood-241,,Sauteed Lettuce in Oyster Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
chicken_feet_with_black_bean_sauce,hold_manual_mapping,False,,1396,1396,0,0,1,0,zachaluza/cnfood-241,,Chicken Feet with black bean sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
steamed_chicken_with_chili_sauce,hold_manual_mapping,False,,1090,1090,0,0,1,0,zachaluza/cnfood-241,,Steamed Chicken with Chili Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
beef_seasoned_with_soy_sauce,hold_manual_mapping,False,,1067,1067,0,0,1,0,zachaluza/cnfood-241,,Beef Seasoned with Soy Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
braised_hairtail_in_brown_sauce,hold_manual_mapping,False,,1067,1067,0,0,1,0,zachaluza/cnfood-241,,Braised Hairtail in Brown Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
braised_pig_feet_with_soy_sauce,hold_manual_mapping,False,,1067,1067,0,0,1,0,zachaluza/cnfood-241,,Braised pig feet with soy sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
broccoli_with_oyster_sauce,hold_manual_mapping,False,,1067,1067,0,0,1,0,zachaluza/cnfood-241,,Broccoli with Oyster Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
chicken_braised_with_brown_sauce,hold_manual_mapping,False,,1067,1067,0,0,1,0,zachaluza/cnfood-241,,chicken braised with brown sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
cucumber_in_sauce,hold_manual_mapping,False,,1067,1067,0,0,1,0,zachaluza/cnfood-241,,Cucumber in Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
noodles_with_tomato_sauce,hold_manual_mapping,False,,1067,1067,0,0,1,0,zachaluza/cnfood-241,,Noodles with tomato sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
sauteed_shredded_pork_in_sweet_bean_sauce,hold_manual_mapping,False,,1067,1067,0,0,1,0,zachaluza/cnfood-241,,Sauteed Shredded Pork in Sweet Bean Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
spaghetti_with_meat_sauce,hold_manual_mapping,False,,1044,1044,0,0,1,0,zachaluza/cnfood-241,,spaghetti with meat sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
stewed_pork_ball_in_brown_sauce,hold_manual_mapping,False,,721,721,0,0,1,0,zachaluza/cnfood-241,,Stewed Pork Ball in Brown Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
soy_sauce_chicken,hold_manual_mapping,False,,709,709,0,0,1,0,zachaluza/cnfood-241,,Soy sauce chicken,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
duck_blood_in_chili_sauce,hold_manual_mapping,False,,590,590,0,0,1,0,zachaluza/cnfood-241,,Duck Blood in Chili Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
stewed_chicken_with_three_cups_sauce,hold_manual_mapping,False,,534,534,0,0,1,0,zachaluza/cnfood-241,,Stewed Chicken with Three Cups Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
pork_lungs_in_chili_sauce,hold_manual_mapping,False,,490,490,0,0,1,0,zachaluza/cnfood-241,,Pork Lungs in Chili Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
sliced_boiled_pork_with_garlic_sauce,hold_manual_mapping,False,,442,442,0,0,1,0,zachaluza/cnfood-241,,Sliced Boiled Pork with Garlic Sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
sichuan_noodles_with_peppery_sauce,hold_manual_mapping,False,,168,168,0,0,1,0,zachaluza/cnfood-241,,Sichuan noodles with peppery sauce,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,better_as_nutrition_mapping_than_detector_class
spaghetti_meat_sauce,hold_manual_mapping,False,,125,125,0,0,1,0,rkuo2000/uecfood256,,spaghetti meat sauce,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,better_as_nutrition_mapping_than_detector_class
eggplant_with_garlic_sauce,hold_manual_mapping,False,,113,113,0,0,1,0,rkuo2000/uecfood256,,eggplant with garlic sauce,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,better_as_nutrition_mapping_than_detector_class
barbecued_red_pork_in_sauce_with_rice,hold_manual_mapping,False,,112,112,0,0,1,0,rkuo2000/uecfood256,,Barbecued red pork in sauce with rice,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,better_as_nutrition_mapping_than_detector_class
beef_in_oyster_sauce,hold_manual_mapping,False,,107,107,0,0,1,0,rkuo2000/uecfood256,,beef in oyster sauce,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,better_as_nutrition_mapping_than_detector_class
banh_tai_heo,hold_targeted_collection,False,,832,832,266,266,3,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100|nguyentrongdai/vietnamese-foods-dataset,karos2504/100-vietnamese-food,banh-tai-heo|banh_tai_heo,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
xoi_xeo,hold_targeted_collection,False,,2555,2987,250,250,7,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|lenguyentrung/vietnamese-food|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Xoi xeo|xoi-xeo|xoi_xeo,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
com_chien,hold_targeted_collection,False,,484,484,242,242,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,com-chien|com_chien,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_tieu,hold_targeted_collection,False,,768,768,241,241,3,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100|nguyentrongdai/vietnamese-foods-dataset,karos2504/100-vietnamese-food,banh-tieu|banh_tieu,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
ca_ri_ga,hold_targeted_collection,False,,476,476,238,238,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,ca-ri-ga|ca_ri_ga,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
com_ga_xoi_mo,hold_targeted_collection,False,,472,472,236,236,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,com-ga-xoi-mo|com_ga_xoi_mo,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
cut_lon_xao_me,hold_targeted_collection,False,,472,472,236,236,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,cut-lon-xao-me|cut_lon_xao_me,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
cha_com,hold_targeted_collection,False,,470,470,235,235,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,cha-com|cha_com,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
rau_muong_xao,hold_targeted_collection,False,,466,466,233,233,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,rau-muong-xao|rau_muong_xao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
tiet_canh,hold_targeted_collection,False,,462,462,231,231,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,tiet-canh|tiet_canh,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
cha_lui,hold_targeted_collection,False,,456,456,228,228,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,cha-lui|cha_lui,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
ga_chien_nuoc_mam,hold_targeted_collection,False,,450,450,225,225,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,ga-chien-nuoc-mam|ga_chien_nuoc_mam,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
com_chay_cha_bong,hold_targeted_collection,False,,446,446,223,223,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,com-chay-cha-bong|com_chay_cha_bong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
canh_kho_hoa,hold_targeted_collection,False,,444,444,222,222,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,canh-kho-hoa|canh_kho_hoa,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_trang_nuong,hold_targeted_collection,False,,2823,2823,219,219,4,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Banh trang nuong|banh-trang-nuong|banh_trang_nuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_trung_thu,hold_targeted_collection,False,,683,683,218,218,3,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100|nguyentrongdai/vietnamese-foods-dataset,karos2504/100-vietnamese-food,banh-trung-thu|banh_trung_thu,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
com_rang_dua_bo,hold_targeted_collection,False,,436,436,218,218,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,com-rang-dua-bo|com_rang_dua_bo,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_troi_nuoc,hold_targeted_collection,False,,434,434,217,217,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-troi-nuoc|banh_troi_nuoc,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
muc_nhoi_thit,hold_targeted_collection,False,,434,434,217,217,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,muc-nhoi-thit|muc_nhoi_thit,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_u,hold_targeted_collection,False,,428,428,214,214,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-u|banh_u,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
xoi_gac,hold_targeted_collection,False,,426,426,213,213,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,xoi-gac|xoi_gac,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
ca_sot_ca_chua,hold_targeted_collection,False,,424,424,212,212,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,ca-sot-ca-chua|ca_sot_ca_chua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
mi_xao_gion,hold_targeted_collection,False,,422,422,211,211,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,mi-xao-gion|mi_xao_gion,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
nem_nuong_nha_trang,hold_targeted_collection,False,,422,422,211,211,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,nem-nuong-nha-trang|nem_nuong_nha_trang,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
bo_ne,hold_targeted_collection,False,,420,420,210,210,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,bo-ne|bo_ne,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
mam_chung,hold_targeted_collection,False,,418,418,209,209,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,mam-chung|mam_chung,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
bo_nuong_la_lot,hold_targeted_collection,False,,414,414,207,207,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,bo-nuong-la-lot|bo_nuong_la_lot,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
ga_hap_la_chanh,hold_targeted_collection,False,,414,414,207,207,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,ga-hap-la-chanh|ga_hap_la_chanh,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
bo_luc_lac,hold_targeted_collection,False,,412,412,206,206,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,bo-luc-lac|bo_luc_lac,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
bun_dau_mam_tom,hold_targeted_collection,False,,3278,3726,205,205,6,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Bun dau mam tom|bun-dau-mam-tom|bun_dau_mam_tom,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
kho_muc_nuong,hold_targeted_collection,False,,410,410,205,205,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,kho-muc-nuong|kho_muc_nuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
oc_len_xao_dua,hold_targeted_collection,False,,410,410,205,205,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,oc-len-xao-dua|oc_len_xao_dua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
luon_xao_xa_ot,hold_targeted_collection,False,,408,408,204,204,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,luon-xao-xa-ot|luon_xao_xa_ot,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
ca_loc_nuong,hold_targeted_collection,False,,406,406,203,203,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,ca-loc-nuong|ca_loc_nuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
mam_tep_chung_thit,hold_targeted_collection,False,,406,406,203,203,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,mam-tep-chung-thit|mam_tep_chung_thit,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_bao,hold_targeted_collection,False,,404,404,202,202,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-bao|banh_bao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
ca_muoi_xoi,hold_targeted_collection,False,,402,402,201,201,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,ca-muoi-xoi|ca_muoi_xoi,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_giay,hold_targeted_collection,False,,398,398,199,199,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-giay|banh_giay,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
kho_quet,hold_targeted_collection,False,,398,398,199,199,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,kho-quet|kho_quet,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
oc_buou_hap,hold_targeted_collection,False,,398,398,199,199,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,oc-buou-hap|oc_buou_hap,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
baba_nau_chuoi_dau,hold_targeted_collection,False,,396,396,198,198,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,baba-nau-chuoi-dau|baba_nau_chuoi_dau,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
chao_vit,hold_targeted_collection,False,,392,392,196,196,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,chao-vit|chao_vit,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
goi_ca_chich,hold_targeted_collection,False,,390,390,195,195,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,goi-ca-chich|goi_ca_chich,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
lap_xuong,hold_targeted_collection,False,,390,390,195,195,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,lap-xuong|lap_xuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
xoi_nep_than,hold_targeted_collection,False,,390,390,195,195,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,xoi-nep-than|xoi_nep_than,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
banh_pia,hold_targeted_collection,False,,2028,2028,193,193,5,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|lenguyentrung/vietnamese-food|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Banh pia|banh-pia|banh_pia,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,vietnamese_permissive_source_needs_more_data
